Summary,Issue key,Issue id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project lead id,Project description,Priority,Resolution,Assignee,Assignee Id,Reporter,Reporter Id,Creator,Creator Id,Created,Updated,Last Viewed,Resolved,Due date,Votes,Description,Environment,Watchers,Watchers Id,Original estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Inward issue link (Test),Inward issue link (Test),Outward issue link (Test),Attachment,Attachment,Attachment,Custom field (Development),Custom field (Issue color),Custom field (Rank),Sprint,Custom field (Start date),Custom field (Story point estimate),Custom field (Team),Custom field (Vulnerability),Comment,Parent,Parent key,Parent summary,Status Category,Status Category Changed
Transaction Feed renders and paginates all transaction feeds paginates personal transaction feed,SCRUM-97,10128,Test,To Do,SCRUM,Bug Tracking,software,Shenyi,5ff0d9741051d100756df8aa,,Medium,,,,Shenyi,5ff0d9741051d100756df8aa,Shenyi,5ff0d9741051d100756df8aa,04/Jul/26 4:49 PM,04/Jul/26 4:49 PM,,,,0,,,Shenyi,5ff0d9741051d100756df8aa,,,,,,,,,,,,,,,,,0|i000lb:,,,,,,,,,,To Do,04/Jul/26 4:49 PM
Transaction Feed renders and paginates all transaction feeds paginates contacts transaction feed,SCRUM-96,10127,Test,To Do,SCRUM,Bug Tracking,software,Shenyi,5ff0d9741051d100756df8aa,,Medium,,,,Shenyi,5ff0d9741051d100756df8aa,Shenyi,5ff0d9741051d100756df8aa,04/Jul/26 4:49 PM,04/Jul/26 4:49 PM,,,,0,,,Shenyi,5ff0d9741051d100756df8aa,,,,,,,,,,,,,,,,,0|i000l3:,,,,,,,,,,To Do,04/Jul/26 4:49 PM
Transaction Feed renders and paginates all transaction feeds paginates public transaction feed,SCRUM-95,10126,Test,To Do,SCRUM,Bug Tracking,software,Shenyi,5ff0d9741051d100756df8aa,,Medium,,,,Shenyi,5ff0d9741051d100756df8aa,Shenyi,5ff0d9741051d100756df8aa,04/Jul/26 4:49 PM,04/Jul/26 4:49 PM,,,,0,,,Shenyi,5ff0d9741051d100756df8aa,,,,,,,,,,,,,,,,,0|i000kv:,,,,,,,,,,To Do,04/Jul/26 4:49 PM
Transaction Feed renders and paginates all transaction feeds renders transactions item variations in feed,SCRUM-94,10125,Test,To Do,SCRUM,Bug Tracking,software,Shenyi,5ff0d9741051d100756df8aa,,Medium,,,,Shenyi,5ff0d9741051d100756df8aa,Shenyi,5ff0d9741051d100756df8aa,04/Jul/26 4:49 PM,04/Jul/26 4:49 PM,,,,0,,,Shenyi,5ff0d9741051d100756df8aa,,,,,,,,,,,,,,,,,0|i000kn:,,,,,,,,,,To Do,04/Jul/26 4:49 PM
Transaction Feed app layout and responsiveness toggles the navigation drawer,SCRUM-93,10124,Test,To Do,SCRUM,Bug Tracking,software,Shenyi,5ff0d9741051d100756df8aa,,Medium,,,,Shenyi,5ff0d9741051d100756df8aa,Shenyi,5ff0d9741051d100756df8aa,04/Jul/26 4:49 PM,04/Jul/26 4:49 PM,,,,0,,,Shenyi,5ff0d9741051d100756df8aa,,,,,,,,,,,,,,,,,0|i000kf:,,,,,,,,,,To Do,04/Jul/26 4:49 PM
Notifications notifications from user interactions User A sends a payment request to User C,SCRUM-92,10123,Test,To Do,SCRUM,Bug Tracking,software,Shenyi,5ff0d9741051d100756df8aa,,Medium,,,,Shenyi,5ff0d9741051d100756df8aa,Shenyi,5ff0d9741051d100756df8aa,04/Jul/26 4:49 PM,04/Jul/26 4:49 PM,,,,0,,,Shenyi,5ff0d9741051d100756df8aa,,,,,,,,,,,,,,,,,0|i000k7:,,,,,,,,,,To Do,04/Jul/26 4:49 PM
Notifications notifications from user interactions User A sends a payment to User B,SCRUM-91,10122,Test,To Do,SCRUM,Bug Tracking,software,Shenyi,5ff0d9741051d100756df8aa,,Medium,,,,Shenyi,5ff0d9741051d100756df8aa,Shenyi,5ff0d9741051d100756df8aa,04/Jul/26 4:49 PM,04/Jul/26 4:49 PM,,,,0,,,Shenyi,5ff0d9741051d100756df8aa,,,,,,,,,,,,,,,,,0|i000jz:,,,,,,,,,,To Do,04/Jul/26 4:49 PM
Notifications notifications from user interactions User C comments on a transaction between User A and User B; User A and B get notifications that User C commented on their transaction,SCRUM-90,10121,Test,To Do,SCRUM,Bug Tracking,software,Shenyi,5ff0d9741051d100756df8aa,,Medium,,,,Shenyi,5ff0d9741051d100756df8aa,Shenyi,5ff0d9741051d100756df8aa,04/Jul/26 4:49 PM,04/Jul/26 4:49 PM,,,,0,,,Shenyi,5ff0d9741051d100756df8aa,,,,,,,,,,,,,,,,,0|i000jr:,,,,,,,,,,To Do,04/Jul/26 4:49 PM
Notifications notifications from user interactions User A comments on a transaction of User B; User B gets notification that User A commented on their transaction,SCRUM-89,10120,Test,To Do,SCRUM,Bug Tracking,software,Shenyi,5ff0d9741051d100756df8aa,,Medium,,,,Shenyi,5ff0d9741051d100756df8aa,Shenyi,5ff0d9741051d100756df8aa,04/Jul/26 4:49 PM,04/Jul/26 4:49 PM,,,,0,,,Shenyi,5ff0d9741051d100756df8aa,,,,,,,,,,,,,,,,,0|i000jj:,,,,,,,,,,To Do,04/Jul/26 4:49 PM
Notifications notifications from user interactions User C likes a transaction between User A and User B; User A and User B get notifications that User C liked transaction,SCRUM-88,10119,Test,To Do,SCRUM,Bug Tracking,software,Shenyi,5ff0d9741051d100756df8aa,,Medium,,,,Shenyi,5ff0d9741051d100756df8aa,Shenyi,5ff0d9741051d100756df8aa,04/Jul/26 4:49 PM,04/Jul/26 4:49 PM,,,,0,,,Shenyi,5ff0d9741051d100756df8aa,,,,,,,,,,,,,,,,,0|i000jb:,,,,,,,,,,To Do,04/Jul/26 4:49 PM
Notifications notifications from user interactions User A likes a transaction of User B; User B gets notification that User A liked transaction ,SCRUM-87,10118,Test,To Do,SCRUM,Bug Tracking,software,Shenyi,5ff0d9741051d100756df8aa,,Medium,,,,Shenyi,5ff0d9741051d100756df8aa,Shenyi,5ff0d9741051d100756df8aa,04/Jul/26 4:49 PM,04/Jul/26 4:49 PM,,,,0,,,Shenyi,5ff0d9741051d100756df8aa,,,,,,,,,,,,,,,,,0|i000j3:,,,,,,,,,,To Do,04/Jul/26 4:49 PM
Notifications renders an empty notifications state,SCRUM-86,10117,Test,To Do,SCRUM,Bug Tracking,software,Shenyi,5ff0d9741051d100756df8aa,,Medium,,,,Shenyi,5ff0d9741051d100756df8aa,Shenyi,5ff0d9741051d100756df8aa,04/Jul/26 4:49 PM,04/Jul/26 4:49 PM,,,,0,,,Shenyi,5ff0d9741051d100756df8aa,,,,,,,,,,,,,,,,,0|i000iv:,,,,,,,,,,To Do,04/Jul/26 4:49 PM
New Transaction searches for a user by attribute phoneNumber,SCRUM-85,10116,Test,To Do,SCRUM,Bug Tracking,software,Shenyi,5ff0d9741051d100756df8aa,,Medium,,,,Shenyi,5ff0d9741051d100756df8aa,Shenyi,5ff0d9741051d100756df8aa,04/Jul/26 4:49 PM,04/Jul/26 4:49 PM,,,,0,,,Shenyi,5ff0d9741051d100756df8aa,,,,,,,,,,,,,,,,,0|i000in:,,,,,,,,,,To Do,04/Jul/26 4:49 PM
New Transaction searches for a user by attribute email,SCRUM-84,10115,Test,To Do,SCRUM,Bug Tracking,software,Shenyi,5ff0d9741051d100756df8aa,,Medium,,,,Shenyi,5ff0d9741051d100756df8aa,Shenyi,5ff0d9741051d100756df8aa,04/Jul/26 4:49 PM,04/Jul/26 4:49 PM,,,,0,,,Shenyi,5ff0d9741051d100756df8aa,,,,,,,,,,,,,,,,,0|i000if:,,,,,,,,,,To Do,04/Jul/26 4:49 PM
New Transaction searches for a user by attribute username,SCRUM-83,10114,Test,To Do,SCRUM,Bug Tracking,software,Shenyi,5ff0d9741051d100756df8aa,,Medium,,,,Shenyi,5ff0d9741051d100756df8aa,Shenyi,5ff0d9741051d100756df8aa,04/Jul/26 4:49 PM,04/Jul/26 4:49 PM,,,,0,,,Shenyi,5ff0d9741051d100756df8aa,,,,,,,,,,,,,,,,,0|i000i7:,,,,,,,,,,To Do,04/Jul/26 4:49 PM
New Transaction searches for a user by attribute lastName,SCRUM-82,10113,Test,To Do,SCRUM,Bug Tracking,software,Shenyi,5ff0d9741051d100756df8aa,,Medium,,,,Shenyi,5ff0d9741051d100756df8aa,Shenyi,5ff0d9741051d100756df8aa,04/Jul/26 4:49 PM,04/Jul/26 4:49 PM,,,,0,,,Shenyi,5ff0d9741051d100756df8aa,,,,,,,,,,,,,,,,,0|i000hz:,,,,,,,,,,To Do,04/Jul/26 4:49 PM
New Transaction searches for a user by attribute firstName,SCRUM-81,10112,Test,To Do,SCRUM,Bug Tracking,software,Shenyi,5ff0d9741051d100756df8aa,,Medium,,,,Shenyi,5ff0d9741051d100756df8aa,Shenyi,5ff0d9741051d100756df8aa,04/Jul/26 4:49 PM,04/Jul/26 4:49 PM,,,,0,,,Shenyi,5ff0d9741051d100756df8aa,,,,,,,,,,,,,,,,,0|i000hr:,,,,,,,,,,To Do,04/Jul/26 4:49 PM
New Transaction submits a transaction request and accepts the request for the receiver,SCRUM-80,10111,Test,To Do,SCRUM,Bug Tracking,software,Shenyi,5ff0d9741051d100756df8aa,,Medium,,,,Shenyi,5ff0d9741051d100756df8aa,Shenyi,5ff0d9741051d100756df8aa,04/Jul/26 4:49 PM,04/Jul/26 4:49 PM,,,,0,,,Shenyi,5ff0d9741051d100756df8aa,,,,,,,,,,,,,,,,,0|i000hj:,,,,,,,,,,To Do,04/Jul/26 4:49 PM
New Transaction submits a transaction payment and verifies the deposit for the receiver,SCRUM-79,10110,Test,To Do,SCRUM,Bug Tracking,software,Shenyi,5ff0d9741051d100756df8aa,,Medium,,,,Shenyi,5ff0d9741051d100756df8aa,Shenyi,5ff0d9741051d100756df8aa,04/Jul/26 4:49 PM,04/Jul/26 4:49 PM,,,,0,,,Shenyi,5ff0d9741051d100756df8aa,,,,,,,,,,,,,,,,,0|i000hb:,,,,,,,,,,To Do,04/Jul/26 4:49 PM
New Transaction displays new transaction errors,SCRUM-78,10109,Test,To Do,SCRUM,Bug Tracking,software,Shenyi,5ff0d9741051d100756df8aa,,Medium,,,,Shenyi,5ff0d9741051d100756df8aa,Shenyi,5ff0d9741051d100756df8aa,04/Jul/26 4:49 PM,04/Jul/26 4:49 PM,,,,0,,,Shenyi,5ff0d9741051d100756df8aa,,,,,,,,,,,,,,,,,0|i000h3:,,,,,,,,,,To Do,04/Jul/26 4:49 PM
"New Transaction navigates to the new transaction form, selects a user and submits a transaction request",SCRUM-77,10108,Test,To Do,SCRUM,Bug Tracking,software,Shenyi,5ff0d9741051d100756df8aa,,Medium,,,,Shenyi,5ff0d9741051d100756df8aa,Shenyi,5ff0d9741051d100756df8aa,04/Jul/26 4:49 PM,04/Jul/26 4:49 PM,,,,0,,,Shenyi,5ff0d9741051d100756df8aa,,,,,,,,,,,,,,,,,0|i000gv:,,,,,,,,,,To Do,04/Jul/26 4:49 PM
"New Transaction navigates to the new transaction form, selects a user and submits a transaction payment",SCRUM-76,10107,Test,To Do,SCRUM,Bug Tracking,software,Shenyi,5ff0d9741051d100756df8aa,,Medium,,,,Shenyi,5ff0d9741051d100756df8aa,Shenyi,5ff0d9741051d100756df8aa,04/Jul/26 4:49 PM,04/Jul/26 4:49 PM,,,,0,,,Shenyi,5ff0d9741051d100756df8aa,,,,,,,,,,,,,,,,,0|i000gn:,,,,,,,,,,To Do,04/Jul/26 4:49 PM
Bank Accounts renders an empty bank account list state with onboarding modal,SCRUM-75,10106,Test,To Do,SCRUM,Bug Tracking,software,Shenyi,5ff0d9741051d100756df8aa,,Medium,,,,Shenyi,5ff0d9741051d100756df8aa,Shenyi,5ff0d9741051d100756df8aa,04/Jul/26 4:49 PM,04/Jul/26 4:49 PM,,,,0,,,Shenyi,5ff0d9741051d100756df8aa,,,,,,,,,,,,,,,,,0|i000gf:,,,,,,,,,,To Do,04/Jul/26 4:49 PM
Bank Accounts soft deletes a bank account,SCRUM-74,10105,Test,To Do,SCRUM,Bug Tracking,software,Shenyi,5ff0d9741051d100756df8aa,,Medium,,,,Shenyi,5ff0d9741051d100756df8aa,Shenyi,5ff0d9741051d100756df8aa,04/Jul/26 4:49 PM,04/Jul/26 4:49 PM,,,,0,,,Shenyi,5ff0d9741051d100756df8aa,,,,,,,,,,,,,,,,,0|i000g7:,,,,,,,,,,To Do,04/Jul/26 4:49 PM
Bank Accounts should display bank account form errors,SCRUM-73,10104,Test,To Do,SCRUM,Bug Tracking,software,Shenyi,5ff0d9741051d100756df8aa,,Medium,,,,Shenyi,5ff0d9741051d100756df8aa,Shenyi,5ff0d9741051d100756df8aa,04/Jul/26 4:49 PM,04/Jul/26 4:49 PM,,,,0,,,Shenyi,5ff0d9741051d100756df8aa,,,,,,,,,,,,,,,,,0|i000fz:,,,,,,,,,,To Do,04/Jul/26 4:49 PM
Bank Accounts creates a new bank account,SCRUM-72,10103,Test,To Do,SCRUM,Bug Tracking,software,Shenyi,5ff0d9741051d100756df8aa,,Medium,,,,Shenyi,5ff0d9741051d100756df8aa,Shenyi,5ff0d9741051d100756df8aa,04/Jul/26 4:49 PM,04/Jul/26 4:49 PM,,,,0,,,Shenyi,5ff0d9741051d100756df8aa,,,,,,,,,,,,,,,,,0|i000fr:,,,,,,,,,,To Do,04/Jul/26 4:49 PM
User Sign-up and Login should error for an invalid password for existing user,SCRUM-71,10102,Test,To Do,SCRUM,Bug Tracking,software,Shenyi,5ff0d9741051d100756df8aa,,Medium,,,,Shenyi,5ff0d9741051d100756df8aa,Shenyi,5ff0d9741051d100756df8aa,04/Jul/26 4:49 PM,04/Jul/26 4:49 PM,,,,0,,,Shenyi,5ff0d9741051d100756df8aa,,,,,,,,,,,,,,,,,0|i000fj:,,,,,,,,,,To Do,04/Jul/26 4:49 PM
User Sign-up and Login should error for an invalid user,SCRUM-70,10101,Test,To Do,SCRUM,Bug Tracking,software,Shenyi,5ff0d9741051d100756df8aa,,Medium,,,,Shenyi,5ff0d9741051d100756df8aa,Shenyi,5ff0d9741051d100756df8aa,04/Jul/26 4:49 PM,04/Jul/26 4:49 PM,,,,0,,,Shenyi,5ff0d9741051d100756df8aa,,,,,,,,,,,,,,,,,0|i000fb:,,,,,,,,,,To Do,04/Jul/26 4:49 PM
User Sign-up and Login should display signup errors,SCRUM-69,10100,Test,To Do,SCRUM,Bug Tracking,software,Shenyi,5ff0d9741051d100756df8aa,,Medium,,,,Shenyi,5ff0d9741051d100756df8aa,Shenyi,5ff0d9741051d100756df8aa,04/Jul/26 4:49 PM,04/Jul/26 4:49 PM,,,,0,,,Shenyi,5ff0d9741051d100756df8aa,,,,,,,,,,,,,,,,,0|i000f3:,,,,,,,,,,To Do,04/Jul/26 4:49 PM
User Sign-up and Login should display login errors,SCRUM-68,10099,Test,To Do,SCRUM,Bug Tracking,software,Shenyi,5ff0d9741051d100756df8aa,,Medium,,,,Shenyi,5ff0d9741051d100756df8aa,Shenyi,5ff0d9741051d100756df8aa,04/Jul/26 4:49 PM,04/Jul/26 4:49 PM,,,,0,,,Shenyi,5ff0d9741051d100756df8aa,,,,,,,,,,,,,,,,,0|i000ev:,,,,,,,,,,To Do,04/Jul/26 4:49 PM
"User Sign-up and Login should allow a visitor to sign-up, login, and logout",SCRUM-67,10098,Test,To Do,SCRUM,Bug Tracking,software,Shenyi,5ff0d9741051d100756df8aa,,Medium,,,,Shenyi,5ff0d9741051d100756df8aa,Shenyi,5ff0d9741051d100756df8aa,04/Jul/26 4:49 PM,04/Jul/26 4:49 PM,,,,0,,,Shenyi,5ff0d9741051d100756df8aa,,,,,,,,,,,,,,,,,0|i000en:,,,,,,,,,,To Do,04/Jul/26 4:49 PM
User Sign-up and Login should remember a user for 30 days after login,SCRUM-66,10097,Test,To Do,SCRUM,Bug Tracking,software,Shenyi,5ff0d9741051d100756df8aa,,Medium,,,,Shenyi,5ff0d9741051d100756df8aa,Shenyi,5ff0d9741051d100756df8aa,04/Jul/26 4:49 PM,04/Jul/26 4:49 PM,,,,0,,,Shenyi,5ff0d9741051d100756df8aa,,,,,,,,,,,,,,,,,0|i000ef:,,,,,,,,,,To Do,04/Jul/26 4:49 PM
User Sign-up and Login should redirect to the home page after login,SCRUM-65,10096,Test,To Do,SCRUM,Bug Tracking,software,Shenyi,5ff0d9741051d100756df8aa,,Medium,,,,Shenyi,5ff0d9741051d100756df8aa,Shenyi,5ff0d9741051d100756df8aa,04/Jul/26 4:49 PM,04/Jul/26 4:49 PM,,,,0,,,Shenyi,5ff0d9741051d100756df8aa,,,,,,,,,,,,,,,,,0|i000e7:,,,,,,,,,,To Do,04/Jul/26 4:49 PM
User Sign-up and Login should redirect unauthenticated user to signin page,SCRUM-64,10095,Test,To Do,SCRUM,Bug Tracking,software,Shenyi,5ff0d9741051d100756df8aa,,Medium,,,,Shenyi,5ff0d9741051d100756df8aa,Shenyi,5ff0d9741051d100756df8aa,04/Jul/26 4:49 PM,04/Jul/26 4:49 PM,,,,0,,,Shenyi,5ff0d9741051d100756df8aa,,,,,,,,,,,,,,,,,0|i000dz:,,,,,,,,,,To Do,04/Jul/26 4:49 PM
Cypress Studio Demo create new bank account,SCRUM-63,10094,Test,To Do,SCRUM,Bug Tracking,software,Shenyi,5ff0d9741051d100756df8aa,,Medium,,,,Shenyi,5ff0d9741051d100756df8aa,Shenyi,5ff0d9741051d100756df8aa,04/Jul/26 4:49 PM,04/Jul/26 4:49 PM,,,,0,,,Shenyi,5ff0d9741051d100756df8aa,,,,,,,,,,,,,,,,,0|i000dr:,,,,,,,,,,To Do,04/Jul/26 4:49 PM
Cypress Studio Demo create new transaction,SCRUM-62,10093,Test,To Do,SCRUM,Bug Tracking,software,Shenyi,5ff0d9741051d100756df8aa,,Medium,,,,Shenyi,5ff0d9741051d100756df8aa,Shenyi,5ff0d9741051d100756df8aa,04/Jul/26 4:49 PM,04/Jul/26 4:49 PM,,,,0,,,Shenyi,5ff0d9741051d100756df8aa,,,,,,,,,,,,,,,,,0|i000dj:,,,,,,,,,,To Do,04/Jul/26 4:49 PM
Users API POST /login logs in as a user,SCRUM-61,10092,Test,To Do,SCRUM,Bug Tracking,software,Shenyi,5ff0d9741051d100756df8aa,,Medium,,,,Shenyi,5ff0d9741051d100756df8aa,Shenyi,5ff0d9741051d100756df8aa,04/Jul/26 4:49 PM,04/Jul/26 4:49 PM,04/Jul/26 4:56 PM,,,0,,,Shenyi,5ff0d9741051d100756df8aa,,,,,,,,,,,,,,,,,0|i000db:,,,,,,,,,,To Do,04/Jul/26 4:49 PM
Users API PATCH /users/:userId errors when an invalid field sent,SCRUM-60,10091,Test,To Do,SCRUM,Bug Tracking,software,Shenyi,5ff0d9741051d100756df8aa,,Medium,,,,Shenyi,5ff0d9741051d100756df8aa,Shenyi,5ff0d9741051d100756df8aa,04/Jul/26 4:49 PM,04/Jul/26 4:49 PM,,,,0,,,Shenyi,5ff0d9741051d100756df8aa,,,,,,,,,,,,,,,,,0|i000d3:,,,,,,,,,,To Do,04/Jul/26 4:49 PM
Users API PATCH /users/:userId updates a user,SCRUM-59,10090,Test,To Do,SCRUM,Bug Tracking,software,Shenyi,5ff0d9741051d100756df8aa,,Medium,,,,Shenyi,5ff0d9741051d100756df8aa,Shenyi,5ff0d9741051d100756df8aa,04/Jul/26 4:49 PM,04/Jul/26 4:49 PM,,,,0,,,Shenyi,5ff0d9741051d100756df8aa,,,,,,,,,,,,,,,,,0|i000cv:,,,,,,,,,,To Do,04/Jul/26 4:49 PM
Users API POST /users errors when an invalid field sent,SCRUM-58,10089,Test,To Do,SCRUM,Bug Tracking,software,Shenyi,5ff0d9741051d100756df8aa,,Medium,,,,Shenyi,5ff0d9741051d100756df8aa,Shenyi,5ff0d9741051d100756df8aa,04/Jul/26 4:49 PM,04/Jul/26 4:49 PM,,,,0,,,Shenyi,5ff0d9741051d100756df8aa,,,,,,,,,,,,,,,,,0|i000cn:,,,,,,,,,,To Do,04/Jul/26 4:49 PM
Users API POST /users creates a new user with an account balance in cents,SCRUM-57,10088,Test,To Do,SCRUM,Bug Tracking,software,Shenyi,5ff0d9741051d100756df8aa,,Medium,,,,Shenyi,5ff0d9741051d100756df8aa,Shenyi,5ff0d9741051d100756df8aa,04/Jul/26 4:49 PM,04/Jul/26 4:49 PM,,,,0,,,Shenyi,5ff0d9741051d100756df8aa,,,,,,,,,,,,,,,,,0|i000cf:,,,,,,,,,,To Do,04/Jul/26 4:49 PM
Users API POST /users creates a new user,SCRUM-56,10087,Test,To Do,SCRUM,Bug Tracking,software,Shenyi,5ff0d9741051d100756df8aa,,Medium,,,,Shenyi,5ff0d9741051d100756df8aa,Shenyi,5ff0d9741051d100756df8aa,04/Jul/26 4:49 PM,04/Jul/26 4:49 PM,,,,0,,,Shenyi,5ff0d9741051d100756df8aa,,,,,,,,,,,,,,,,,0|i000c7:,,,,,,,,,,To Do,04/Jul/26 4:49 PM
Users API GET /users/search gets users by username,SCRUM-55,10086,Test,To Do,SCRUM,Bug Tracking,software,Shenyi,5ff0d9741051d100756df8aa,,Medium,,,,Shenyi,5ff0d9741051d100756df8aa,Shenyi,5ff0d9741051d100756df8aa,04/Jul/26 4:49 PM,04/Jul/26 4:49 PM,,,,0,,,Shenyi,5ff0d9741051d100756df8aa,,,,,,,,,,,,,,,,,0|i000bz:,,,,,,,,,,To Do,04/Jul/26 4:49 PM
Users API GET /users/search gets users by phone number,SCRUM-54,10085,Test,To Do,SCRUM,Bug Tracking,software,Shenyi,5ff0d9741051d100756df8aa,,Medium,,,,Shenyi,5ff0d9741051d100756df8aa,Shenyi,5ff0d9741051d100756df8aa,04/Jul/26 4:49 PM,04/Jul/26 4:49 PM,,,,0,,,Shenyi,5ff0d9741051d100756df8aa,,,,,,,,,,,,,,,,,0|i000br:,,,,,,,,,,To Do,04/Jul/26 4:49 PM
Users API GET /users/search gets users by email,SCRUM-53,10084,Test,To Do,SCRUM,Bug Tracking,software,Shenyi,5ff0d9741051d100756df8aa,,Medium,,,,Shenyi,5ff0d9741051d100756df8aa,Shenyi,5ff0d9741051d100756df8aa,04/Jul/26 4:49 PM,04/Jul/26 4:49 PM,,,,0,,,Shenyi,5ff0d9741051d100756df8aa,,,,,,,,,,,,,,,,,0|i000bj:,,,,,,,,,,To Do,04/Jul/26 4:49 PM
Users API GET /users/profile/:username gets a user profile by username,SCRUM-52,10083,Test,To Do,SCRUM,Bug Tracking,software,Shenyi,5ff0d9741051d100756df8aa,,Medium,,,,Shenyi,5ff0d9741051d100756df8aa,Shenyi,5ff0d9741051d100756df8aa,04/Jul/26 4:49 PM,04/Jul/26 4:49 PM,,,,0,,,Shenyi,5ff0d9741051d100756df8aa,,,,,,,,,,,,,,,,,0|i000bb:,,,,,,,,,,To Do,04/Jul/26 4:49 PM
Users API GET /users/:userId errors when invalid userId,SCRUM-51,10082,Test,To Do,SCRUM,Bug Tracking,software,Shenyi,5ff0d9741051d100756df8aa,,Medium,,,,Shenyi,5ff0d9741051d100756df8aa,Shenyi,5ff0d9741051d100756df8aa,04/Jul/26 4:49 PM,04/Jul/26 4:49 PM,,,,0,,,Shenyi,5ff0d9741051d100756df8aa,,,,,,,,,,,,,,,,,0|i000b3:,,,,,,,,,,To Do,04/Jul/26 4:49 PM
Users API GET /users/:userId gets a user,SCRUM-50,10081,Test,To Do,SCRUM,Bug Tracking,software,Shenyi,5ff0d9741051d100756df8aa,,Medium,,,,Shenyi,5ff0d9741051d100756df8aa,Shenyi,5ff0d9741051d100756df8aa,04/Jul/26 4:49 PM,04/Jul/26 4:49 PM,,,,0,,,Shenyi,5ff0d9741051d100756df8aa,,,,,,,,,,,,,,,,,0|i000av:,,,,,,,,,,To Do,04/Jul/26 4:49 PM
